Country/Region,ObservationDate,Province/State,Confirmed,Deaths,Recovered
Mexico,8/19/2020,Morelos,4777,918,3512
Mexico,8/19/2020,Nayarit,4457,511,3462
Mexico,8/19/2020,Nuevo Leon,24964,1901,20485
Mexico,8/19/2020,Oaxaca,12614,1163,10658
Mexico,8/19/2020,Puebla,24767,3213,19973
Mexico,8/19/2020,Queretaro,5158,620,3952
Mexico,8/19/2020,Quintana Roo,9506,1260,7518
Mexico,8/19/2020,San Luis Potosi,14936,918,12594
Mexico,8/19/2020,Sinaloa,14858,2594,11601
Mexico,8/19/2020,Sonora,20288,2444,17029
Mexico,8/19/2020,Tabasco,26268,2411,22730
Mexico,8/19/2020,Tamaulipas,21343,1627,18205
Mexico,8/19/2020,Tlaxcala,5803,844,4650
Mexico,8/19/2020,Veracruz,26192,3355,21126
Mexico,8/19/2020,Yucatan,12984,1180,10566
Mexico,8/19/2020,Zacatecas,4337,385,3153
Moldova,8/19/2020,,31415,914,21885
Monaco,8/19/2020,,148,4,114
Mongolia,8/19/2020,,298,0,281
Montenegro,8/19/2020,,4174,80,3127
Morocco,8/19/2020,,46313,743,31576
Mozambique,8/19/2020,,3045,19,1291
Namibia,8/19/2020,,4665,39,2426
Nepal,8/19/2020,,28938,120,17700
Netherlands,8/19/2020,Aruba,1296,5,277
Netherlands,8/19/2020,"Bonaire, Sint Eustatius and Saba",13,0,7
Netherlands,8/19/2020,Curacao,36,1,31
Netherlands,8/19/2020,Drenthe,587,41,0
Netherlands,8/19/2020,Flevoland,1191,93,0
Netherlands,8/19/2020,Friesland,763,69,0
Netherlands,8/19/2020,Gelderland,7024,686,0
Netherlands,8/19/2020,Groningen,525,17,0
Netherlands,8/19/2020,Limburg,5152,754,0
Netherlands,8/19/2020,Noord-Brabant,11330,1546,0
Netherlands,8/19/2020,Noord-Holland,10830,823,0
Netherlands,8/19/2020,Overijssel,3351,311,0
Netherlands,8/19/2020,Sint Maarten,348,17,133
Netherlands,8/19/2020,Unknown,594,18,0
Netherlands,8/19/2020,Utrecht,5022,432,0
Netherlands,8/19/2020,Zeeland,980,69,0
Netherlands,8/19/2020,Zuid-Holland,17176,1322,0
New Zealand,8/19/2020,,1654,22,1531
Nicaragua,8/19/2020,,4311,133,2913
Niger,8/19/2020,,1167,69,1079
Nigeria,8/19/2020,,50488,985,37304
North Macedonia,8/19/2020,,13076,551,9625
Norway,8/19/2020,,10162,262,8857
Oman,8/19/2020,,83606,603,78188
Pakistan,8/19/2020,Azad Jammu and Kashmir,2212,61,2043
Pakistan,8/19/2020,Balochistan,12370,139,11241
Pakistan,8/19/2020,Gilgit-Baltistan,2565,62,2194
Pakistan,8/19/2020,Islamabad,15412,175,13612
Pakistan,8/19/2020,Khyber Pakhtunkhwa,35401,1242,32647
Pakistan,8/19/2020,Punjab,95742,2186,90150
Pakistan,8/19/2020,Sindh,126743,2336,120241
Panama,8/19/2020,,83754,1827,58274
Papua New Guinea,8/19/2020,,347,3,110
Paraguay,8/19/2020,,11133,165,6582
Peru,8/19/2020,Amazonas,8553,186,0
Peru,8/19/2020,Ancash,15665,1109,0
Peru,8/19/2020,Apurimac,1875,55,0
Peru,8/19/2020,Arequipa,24559,1023,0
Peru,8/19/2020,Ayacucho,6238,175,0
Peru,8/19/2020,Cajamarca,11281,356,0
Peru,8/19/2020,Callao,24946,1486,0
Peru,8/19/2020,Cusco,9330,218,0
Peru,8/19/2020,Huancavelica,3424,61,0
Peru,8/19/2020,Huanuco,9747,296,0
Peru,8/19/2020,Ica,17097,1383,0
Peru,8/19/2020,Junin,11984,564,0
Peru,8/19/2020,La Libertad,19542,1959,0
Peru,8/19/2020,Lambayeque,20101,1555,0
Peru,8/19/2020,Lima,271607,11799,0
Peru,8/19/2020,Loreto,13522,820,0
Peru,8/19/2020,Madre de Dios,4820,128,0
Peru,8/19/2020,Moquegua,6668,191,0
Peru,8/19/2020,Pasco,3120,75,0
Peru,8/19/2020,Piura,24693,1755,0
Peru,8/19/2020,Puno,5985,165,0
Peru,8/19/2020,San Martin,11482,640,0
Peru,8/19/2020,Tacna,5865,106,0
Peru,8/19/2020,Tumbes,5169,268,0
Peru,8/19/2020,Ucayali,12048,285,0
Peru,8/19/2020,Unknown,0,0,377453
Philippines,8/19/2020,,173774,2795,113481
Poland,8/19/2020,,58611,1913,40099
Portugal,8/19/2020,,54701,1786,40129
Qatar,8/19/2020,,115956,193,112658
Romania,8/19/2020,,73617,3106,33566
Russia,8/19/2020,Adygea Republic,3161,24,2629
Russia,8/19/2020,Altai Krai,10887,107,9257
Russia,8/19/2020,Altai Republic,1884,7,1615
Russia,8/19/2020,Amur Oblast,3118,47,2688
Russia,8/19/2020,Arkhangelsk Oblast,9988,241,8671
Russia,8/19/2020,Astrakhan Oblast,5264,61,4444
Russia,8/19/2020,Bashkortostan Republic,7402,27,6554
Russia,8/19/2020,Belgorod Oblast,6854,51,5985
Russia,8/19/2020,Bryansk Oblast,7889,35,6406
Russia,8/19/2020,Buryatia Republic,4699,42,4098
Russia,8/19/2020,Chechen Republic,2205,37,1498
Russia,8/19/2020,Chelyabinsk Oblast,12875,101,8480
Russia,8/19/2020,Chukotka Autonomous Okrug,165,1,156
Russia,8/19/2020,Chuvashia Republic,7378,68,6001
Russia,8/19/2020,Dagestan Republic,10210,474,9130
Russia,8/19/2020,Ingushetia Republic,4095,75,3585
Russia,8/19/2020,Irkutsk Oblast,15775,239,11596
Russia,8/19/2020,Ivanovo Oblast,6974,112,5734
Russia,8/19/2020,Jewish Autonomous Okrug,585,9,525
Russia,8/19/2020,Kabardino-Balkarian Republic,6273,75,5893
Russia,8/19/2020,Kaliningrad Oblast,3179,55,2565
Russia,8/19/2020,Kalmykia Republic,3472,46,2402
Russia,8/19/2020,Kaluga Oblast,7702,60,6465
Russia,8/19/2020,Kamchatka Krai,3654,42,3100
Russia,8/19/2020,Karachay-Cherkess Republic,4688,25,3969
Russia,8/19/2020,Karelia Republic,2752,15,1861
Russia,8/19/2020,Kemerovo Oblast,5306,21,3723
Russia,8/19/2020,Khabarovsk Krai,9229,83,7103
Russia,8/19/2020,Khakassia Republic,3195,38,2932
Russia,8/19/2020,Khanty-Mansi Autonomous Okrug,18747,153,16815
Russia,8/19/2020,Kirov Oblast,5802,89,4682
Russia,8/19/2020,Komi Republic,6191,76,5042
Russia,8/19/2020,Kostroma Oblast,2993,37,2071
Russia,8/19/2020,Krasnodar Krai,10161,148,8556
Russia,8/19/2020,Krasnoyarsk Krai,15517,398,12679
Russia,8/19/2020,Kurgan Oblast,2703,15,2313
Russia,8/19/2020,Kursk Oblast,6741,51,5592
Russia,8/19/2020,Leningrad Oblast,6455,70,4772
Russia,8/19/2020,Lipetsk Oblast,4867,24,4399
Russia,8/19/2020,Magadan Oblast,1701,16,1293
Russia,8/19/2020,Mari El Republic,4061,36,3590
Russia,8/19/2020,Mordovia Republic,5078,38,3952
Russia,8/19/2020,Moscow,254448,4687,200359
Russia,8/19/2020,Moscow Oblast,66384,1155,49920
Russia,8/19/2020,Murmansk Oblast,12046,129,9134
Russia,8/19/2020,Nenets Autonomous Okrug,299,0,105
Russia,8/19/2020,Nizhny Novgorod Oblast,26132,438,23139
Russia,8/19/2020,North Ossetia - Alania Republic,4712,67,4302
Russia,8/19/2020,Novgorod Oblast,4092,72,2928
Russia,8/19/2020,Novosibirsk Oblast,10775,324,9458
Russia,8/19/2020,Omsk Oblast,8776,136,6541
Russia,8/19/2020,Orel Oblast,6520,100,4986
Russia,8/19/2020,Orenburg Oblast,8885,67,7235
Russia,8/19/2020,Penza Oblast,7448,99,7093
Russia,8/19/2020,Perm Krai,7172,192,5038
Russia,8/19/2020,Primorsky Krai,8616,99,6921
Russia,8/19/2020,Pskov Oblast,4242,60,3053
Russia,8/19/2020,Rostov Oblast,15377,298,12805
Russia,8/19/2020,Ryazan Oblast,6827,39,6049
Russia,8/19/2020,Saint Petersburg,34487,2293,24793
Russia,8/19/2020,Sakha (Yakutiya) Republic,6847,69,5705
Russia,8/19/2020,Sakhalin Oblast,3752,0,2113
Russia,8/19/2020,Samara Oblast,7706,121,5895
Russia,8/19/2020,Saratov Oblast,11211,67,7083
Russia,8/19/2020,Smolensk Oblast,5974,121,4954
Russia,8/19/2020,Stavropol Krai,10480,203,6993
Russia,8/19/2020,Sverdlovsk Oblast,23842,382,19249
Russia,8/19/2020,Tambov Oblast,6477,44,5414
Russia,8/19/2020,Tatarstan Republic,6161,31,5013
Russia,8/19/2020,Tomsk Oblast,5110,54,3884
Russia,8/19/2020,Tula Oblast,8914,297,7611
Russia,8/19/2020,Tver Oblast,5114,173,4024
Russia,8/19/2020,Tyumen Oblast,7177,28,6762
Russia,8/19/2020,Tyva Republic,6549,60,5792
Russia,8/19/2020,Udmurt Republic,2849,36,2347
Russia,8/19/2020,Ulyanovsk Oblast,11025,73,7880
Russia,8/19/2020,Vladimir Oblast,6017,191,5304
Russia,8/19/2020,Volgograd Oblast,10939,80,7151
Russia,8/19/2020,Vologda Oblast,2985,30,2467
Russia,8/19/2020,Voronezh Oblast,12954,100,11467
Russia,8/19/2020,Yamalo-Nenets Autonomous Okrug,12760,84,11950
Russia,8/19/2020,Yaroslavl Oblast,6772,32,6033
Russia,8/19/2020,Zabaykalsky Krai,4338,51,4031
Rwanda,8/19/2020,,2644,10,1698
Saint Kitts and Nevis,8/19/2020,,17,0,17
Saint Lucia,8/19/2020,,26,0,25
Saint Vincent and the Grenadines,8/19/2020,,58,0,56
San Marino,8/19/2020,,704,42,657
Sao Tome and Principe,8/19/2020,,885,15,826
Saudi Arabia,8/19/2020,,302686,3506,274091
Senegal,8/19/2020,,12446,258,7877
Serbia,8/19/2020,,30048,684,0
Seychelles,8/19/2020,,132,0,126
Sierra Leone,8/19/2020,,1961,69,1531
Singapore,8/19/2020,,56031,27,52810
Slovakia,8/19/2020,,3022,33,1997
Slovenia,8/19/2020,,2493,129,2079
Somalia,8/19/2020,,3265,93,2396
South Africa,8/19/2020,,596060,12423,491441
South Korea,8/19/2020,,16346,307,14063
South Sudan,8/19/2020,,2494,47,1290
Spain,8/19/2020,Andalusia,21508,1456,10671
Spain,8/19/2020,Aragon,22901,1094,3772
Spain,8/19/2020,Asturias,2910,334,1063
Spain,8/19/2020,Baleares,4906,227,1533
Spain,8/19/2020,C. Valenciana,18172,1447,9970
Spain,8/19/2020,Canarias,3925,166,1537
Spain,8/19/2020,Cantabria,3191,220,2287
Spain,8/19/2020,Castilla - La Mancha,20615,3038,6392
Spain,8/19/2020,Castilla y Leon,24012,2808,8716
Spain,8/19/2020,Catalonia,96139,5718,26203
Spain,8/19/2020,Ceuta,195,4,163
Spain,8/19/2020,Extremadura,4019,523,2652
Spain,8/19/2020,Galicia,11441,625,9204
Spain,8/19/2020,La Rioja,4730,367,3107
Spain,8/19/2020,Madrid,97185,8518,40736
Spain,8/19/2020,Melilla,204,2,125
Spain,8/19/2020,Murcia,3796,152,2180
Spain,8/19/2020,Navarra,8344,532,3905
Spain,8/19/2020,Pais Vasco,22674,1566,16160
Spain,8/19/2020,Unknown,0,0,0
Sri Lanka,8/19/2020,,2902,11,2760
Sudan,8/19/2020,,12546,808,6429
Suriname,8/19/2020,,3295,54,2227
Sweden,8/19/2020,Blekinge,576,16,0
Sweden,8/19/2020,Dalarna,2069,174,0
Sweden,8/19/2020,Gavleborg,3232,162,0
Sweden,8/19/2020,Gotland,310,6,0
Sweden,8/19/2020,Halland,2014,79,0
Sweden,8/19/2020,Jamtland Harjedalen,1171,62,0
Sweden,8/19/2020,Jonkoping,4876,180,0
Sweden,8/19/2020,Kalmar,834,63,0
Sweden,8/19/2020,Kronoberg,1322,104,0
Sweden,8/19/2020,Norrbotten,1652,88,0
Sweden,8/19/2020,Orebro,2625,171,0
Sweden,8/19/2020,Ostergotland,3711,262,0
Sweden,8/19/2020,Skane,4272,282,0
Sweden,8/19/2020,Sormland,2424,253,0
Sweden,8/19/2020,Stockholm,24233,2392,0
Sweden,8/19/2020,Uppsala,3691,241,0
Sweden,8/19/2020,Varmland,1142,73,0
Sweden,8/19/2020,Vasterbotten,966,31,0
Sweden,8/19/2020,Vasternorrland,1846,132,0
Sweden,8/19/2020,Vastmanland,2732,183,0
Sweden,8/19/2020,Vastra Gotaland,19713,848,0
Switzerland,8/19/2020,,38760,1996,33500
Syria,8/19/2020,,1927,78,445
Taiwan,8/19/2020,,486,7,457
Tajikistan,8/19/2020,,8166,65,6971
Tanzania,8/19/2020,,509,21,183
Thailand,8/19/2020,,3382,58,3199
Timor-Leste,8/19/2020,,25,0,25
Togo,8/19/2020,,1190,27,875
Trinidad and Tobago,8/19/2020,,686,12,140
Tunisia,8/19/2020,,2427,60,1395
Turkey,8/19/2020,,253108,6039,233915
UK,8/19/2020,Anguilla,3,0,3
UK,8/19/2020,Bermuda,166,9,147
UK,8/19/2020,British Virgin Islands,11,1,8
UK,8/19/2020,Cayman Islands,205,1,202
UK,8/19/2020,Channel Islands,613,48,545
UK,8/19/2020,England,277516,36757,0
UK,8/19/2020,Falkland Islands (Malvinas),13,0,13
UK,8/19/2020,Gibraltar,223,0,197
UK,8/19/2020,Isle of Man,336,24,312
UK,8/19/2020,Montserrat,13,1,12
UK,8/19/2020,Northern Ireland,6505,559,0
UK,8/19/2020,Scotland,19457,2492,0
UK,8/19/2020,Turks and Caicos Islands,327,2,56
UK,8/19/2020,Unknown,0,0,0
UK,8/19/2020,Wales,17620,1589,0
US,8/19/2020,Alabama,111478,1944,0
US,8/19/2020,Alaska,4438,29,0
US,8/19/2020,Arizona,195557,4634,0
US,8/19/2020,Arkansas,54216,631,0
US,8/19/2020,California,647274,11690,0
US,8/19/2020,Colorado,53882,1900,0
US,8/19/2020,Connecticut,51314,4457,0
US,8/19/2020,Delaware,16643,595,0
US,8/19/2020,Diamond Princess cruise ship,49,0,0
US,8/19/2020,District of Columbia,13354,600,0
US,8/19/2020,Florida,584047,9932,0
US,8/19/2020,Georgia,243982,4849,0
US,8/19/2020,Grand Princess,103,3,0
US,8/19/2020,Guam,599,5,0
US,8/19/2020,Hawaii,5609,42,0
US,8/19/2020,Idaho,28680,289,0
US,8/19/2020,Illinois,213220,8017,0
US,8/19/2020,Indiana,82336,3180,0
US,8/19/2020,Iowa,53523,1010,0
US,8/19/2020,Kansas,35419,415,0
US,8/19/2020,Kentucky,40926,842,0
US,8/19/2020,Louisiana,139903,4609,0
US,8/19/2020,Maine,4235,127,0
US,8/19/2020,Maryland,101649,3661,0
US,8/19/2020,Massachusetts,124415,8876,0
US,8/19/2020,Michigan,104091,6618,0
US,8/19/2020,Minnesota,66618,1784,0
US,8/19/2020,Mississippi,74555,2163,0
US,8/19/2020,Missouri,71285,1434,0
US,8/19/2020,Montana,5956,84,0
US,8/19/2020,Nebraska,31040,371,0
US,8/19/2020,Nevada,63028,1134,0
US,8/19/2020,New Hampshire,7036,427,0
US,8/19/2020,New Jersey,188427,15926,0
US,8/19/2020,New Mexico,23749,729,0
US,8/19/2020,New York,427202,32865,0
US,8/19/2020,North Carolina,147925,2431,0
US,8/19/2020,North Dakota,8968,130,0
US,8/19/2020,Northern Mariana Islands,54,2,0
US,8/19/2020,Ohio,110881,3907,0
US,8/19/2020,Oklahoma,49923,699,0
US,8/19/2020,Oregon,23870,408,0
US,8/19/2020,Pennsylvania,130905,7508,0
US,8/19/2020,Puerto Rico,27934,356,0
US,8/19/2020,Recovered,0,0,1925049
US,8/19/2020,Rhode Island,20795,1027,0
US,8/19/2020,South Carolina,108411,2360,0
US,8/19/2020,South Dakota,10566,155,0
US,8/19/2020,Tennessee,137800,1452,0
US,8/19/2020,Texas,574633,10934,0
US,8/19/2020,Utah,47521,377,0
US,8/19/2020,Vermont,1533,58,0
US,8/19/2020,Virgin Islands,828,9,0
US,8/19/2020,Virginia,109019,2410,0
US,8/19/2020,Washington,68689,1822,0
US,8/19/2020,West Virginia,8807,166,0
US,8/19/2020,Wisconsin,67493,1060,0
US,8/19/2020,Wyoming,3431,34,0
Uganda,8/19/2020,,1656,16,1188
Ukraine,8/19/2020,Cherkasy Oblast,1175,37,842
Ukraine,8/19/2020,Chernihiv Oblast,1278,21,564
Ukraine,8/19/2020,Chernivtsi Oblast,8108,244,5649
Ukraine,8/19/2020,Crimea Republic*,1820,24,1282
Ukraine,8/19/2020,Dnipropetrovsk Oblast,1816,40,1172
Ukraine,8/19/2020,Donetsk Oblast,1122,15,846
Ukraine,8/19/2020,Ivano-Frankivsk Oblast,7122,177,2915
Ukraine,8/19/2020,Kharkiv Oblast,6607,166,2733
Ukraine,8/19/2020,Kherson Oblast,312,6,221
Ukraine,8/19/2020,Khmelnytskyi Oblast,1678,33,1156
Ukraine,8/19/2020,Kiev,10945,155,3484
Ukraine,8/19/2020,Kiev Oblast,4685,81,3213
Ukraine,8/19/2020,Kirovohrad Oblast,748,41,668
Ukraine,8/19/2020,Luhansk Oblast,194,1,133
Ukraine,8/19/2020,Lviv Oblast,12448,338,3450
Ukraine,8/19/2020,Mykolaiv Oblast,857,18,517
Ukraine,8/19/2020,Odessa Oblast,5281,82,1595
Ukraine,8/19/2020,Poltava Oblast,582,15,413
Ukraine,8/19/2020,Rivne Oblast,7953,115,5783
Ukraine,8/19/2020,Sevastopol*,435,14,339
Ukraine,8/19/2020,Sumy Oblast,1023,16,498
Ukraine,8/19/2020,Ternopil Oblast,4001,47,2586
Ukraine,8/19/2020,Vinnytsia Oblast,3323,71,2513
Ukraine,8/19/2020,Volyn Oblast,4878,107,3519
Ukraine,8/19/2020,Zakarpattia Oblast,6552,242,2850
Ukraine,8/19/2020,Zaporizhia Oblast,1179,24,746
Ukraine,8/19/2020,Zhytomyr Oblast,2536,52,1671
United Arab Emirates,8/19/2020,,65341,367,58022
Uruguay,8/19/2020,,1493,40,1228
Uzbekistan,8/19/2020,,37112,248,32944
Venezuela,8/19/2020,,36868,303,25416
Vietnam,8/19/2020,,994,25,533
West Bank and Gaza,8/19/2020,,17606,119,10312
Western Sahara,8/19/2020,,10,1,8
Yemen,8/19/2020,,1892,539,1055
Zambia,8/19/2020,,10218,269,9126
Zimbabwe,8/19/2020,,5643,150,4442
Afghanistan,8/20/2020,,37856,1385,27681
Albania,8/20/2020,,7967,238,3986
Algeria,8/20/2020,,40258,1411,28281
Andorra,8/20/2020,,1024,53,875
Angola,8/20/2020,,2044,93,742
Antigua and Barbuda,8/20/2020,,94,3,89
Argentina,8/20/2020,,320884,6517,233651
Armenia,8/20/2020,,42319,836,35476
Australia,8/20/2020,Australian Capital Territory,113,3,110
Australia,8/20/2020,New South Wales,3972,52,2994
Australia,8/20/2020,Northern Territory,33,0,31
Australia,8/20/2020,Queensland,1094,6,1082
Australia,8/20/2020,South Australia,462,4,452
Australia,8/20/2020,Tasmania,230,13,216
Australia,8/20/2020,Victoria,17852,385,12334
Australia,8/20/2020,Western Australia,651,9,633
Austria,8/20/2020,,24431,729,21093
Azerbaijan,8/20/2020,,34759,510,32511
Bahamas,8/20/2020,,1610,23,211
Bahrain,8/20/2020,,48303,179,44628
Bangladesh,8/20/2020,,287959,3822,168991
Barbados,8/20/2020,,156,7,123
Belarus,8/20/2020,,69950,627,67929
Belgium,8/20/2020,,80178,9976,18131
Belize,8/20/2020,,605,5,38
Benin,8/20/2020,,2095,39,1705
Bhutan,8/20/2020,,153,0,108
Bolivia,8/20/2020,,106065,4305,41111
Bosnia and Herzegovina,8/20/2020,,17029,515,10881
Botswana,8/20/2020,,1308,3,136
Brazil,8/20/2020,Acre,23322,595,18601
Brazil,8/20/2020,Alagoas,74622,1793,68736
Brazil,8/20/2020,Amapa,40603,626,28684
Brazil,8/20/2020,Amazonas,114335,3551,97012
Brazil,8/20/2020,Bahia,228596,4685,208932
Brazil,8/20/2020,Ceara,202422,8245,173514
Brazil,8/20/2020,Distrito Federal,143759,2200,122741
Brazil,8/20/2020,Espirito Santo,104037,2980,89656
Brazil,8/20/2020,Goias,111836,2558,101896
Brazil,8/20/2020,Maranhao,141860,3315,130415
Brazil,8/20/2020,Mato Grosso,78733,2457,58278
Brazil,8/20/2020,Mato Grosso do Sul,40201,686,32217
Brazil,8/20/2020,Minas Gerais,185062,4543,151391
Brazil,8/20/2020,Para,184253,6027,170299
Brazil,8/20/2020,Paraiba,99445,2244,60655
Brazil,8/20/2020,Parana,112245,2891,70329
Brazil,8/20/2020,Pernambuco,116359,7303,96220
Brazil,8/20/2020,Piaui,69839,1660,68178
Brazil,8/20/2020,Rio Grande do Norte,59138,2133,34186
Brazil,8/20/2020,Rio Grande do Sul,104068,2948,94351
Brazil,8/20/2020,Rio de Janeiro,205916,15074,184641
Brazil,8/20/2020,Rondonia,50147,1045,41786
Brazil,8/20/2020,Roraima,40989,576,10625
Brazil,8/20/2020,Santa Catarina,129072,1960,117156
Brazil,8/20/2020,Sao Paulo,730828,27905,530780
Brazil,8/20/2020,Sergipe,69502,1757,59036
Brazil,8/20/2020,Tocantins,40786,547,24003
Brunei,8/20/2020,,143,3,139
Bulgaria,8/20/2020,,14962,532,10087
Burkina Faso,8/20/2020,,1297,55,1034
Burma,8/20/2020,,399,6,333
Burundi,8/20/2020,,422,1,336
Cabo Verde,8/20/2020,,3368,37,2462
Cambodia,8/20/2020,,273,0,253
Cameroon,8/20/2020,,18762,408,16540
Canada,8/20/2020,Alberta,12501,227,11167
Canada,8/20/2020,British Columbia,4745,198,3749
Canada,8/20/2020,Diamond Princess cruise ship,0,1,0
Canada,8/20/2020,Grand Princess,13,0,13
Canada,8/20/2020,Manitoba,796,12,537
Canada,8/20/2020,New Brunswick,186,2,178
Canada,8/20/2020,Newfoundland and Labrador,268,3,263
Canada,8/20/2020,Northwest Territories,5,0,5
Canada,8/20/2020,Nova Scotia,1077,64,1007
Canada,8/20/2020,Ontario,42983,2838,39035
Canada,8/20/2020,Prince Edward Island,44,0,40
Canada,8/20/2020,Quebec,61402,5730,54383
Canada,8/20/2020,Saskatchewan,1590,22,1419
Canada,8/20/2020,Yukon,15,0,15
Central African Republic,8/20/2020,,4679,61,1755
Chad,8/20/2020,,972,76,869
Chile,8/20/2020,Antofagasta,17114,415,15854
Chile,8/20/2020,Araucania,4771,87,4389
Chile,8/20/2020,Arica y Parinacota,6004,93,5259
Chile,8/20/2020,Atacama,4913,36,4015
Chile,8/20/2020,Aysen,99,1,88
Chile,8/20/2020,Biobio,14748,168,12941
Chile,8/20/2020,Coquimbo,8638,106,7606
Chile,8/20/2020,Los Lagos,5809,60,4998
Chile,8/20/2020,Los Rios,1021,15,951
Chile,8/20/2020,Magallanes,2451,32,1972
Chile,8/20/2020,Maule,10724,235,9696
Chile,8/20/2020,Metropolitana,267924,8219,254908
Chile,8/20/2020,Nuble,4100,74,3738
Chile,8/20/2020,OHiggins,12464,310,11415
Chile,8/20/2020,Tarapaca,10137,191,9344
Chile,8/20/2020,Unknown,64,1,62
Chile,8/20/2020,Valparaiso,20868,628,18827
Colombia,8/20/2020,Amazonas,2677,107,2487
Colombia,8/20/2020,Antioquia,67033,1293,45345
Colombia,8/20/2020,Arauca,747,11,367
Colombia,8/20/2020,Atlantico,62271,2806,53204
Colombia,8/20/2020,Bolivar,22615,656,19242
Colombia,8/20/2020,Boyaca,2627,56,1235
Colombia,8/20/2020,Caldas,2024,28,1051
Colombia,8/20/2020,Capital District,179540,4647,109655
Colombia,8/20/2020,Caqueta,4428,135,2260
Colombia,8/20/2020,Casanare,780,17,385
Colombia,8/20/2020,Cauca,3703,123,2191
Colombia,8/20/2020,Cesar,6968,146,3650
Colombia,8/20/2020,Choco,3571,125,3002
Colombia,8/20/2020,Cordoba,16351,1041,9041
Colombia,8/20/2020,Cundinamarca,18127,472,10643
Colombia,8/20/2020,Guainia,28,2,13
Colombia,8/20/2020,Guaviare,205,0,157
Colombia,8/20/2020,Huila,3148,78,1429
Colombia,8/20/2020,La Guajira,4006,188,2504
Colombia,8/20/2020,Magdalena,10815,558,7313
Colombia,8/20/2020,Meta,6260,113,3749
Colombia,8/20/2020,Narino,12091,436,8500
Colombia,8/20/2020,Norte de Santander,8103,449,4100
Colombia,8/20/2020,Putumayo,2282,103,1227
Colombia,8/20/2020,Quindio,756,19,414
Colombia,8/20/2020,Risaralda,4098,71,2114
Colombia,8/20/2020,San Andres y Providencia,115,0,46
Colombia,8/20/2020,Santander,11855,470,5659
Colombia,8/20/2020,Sucre,9827,429,6677
Colombia,8/20/2020,Tolima,5229,123,3132
Colombia,8/20/2020,Valle del Cauca,41259,1479,28260
Colombia,8/20/2020,Vaupes,165,1,67
Colombia,8/20/2020,Vichada,15,1,5
Comoros,8/20/2020,,417,7,396
Congo (Brazzaville),8/20/2020,,3850,77,1625
Congo (Kinshasa),8/20/2020,,9757,247,8895
Costa Rica,8/20/2020,,31075,333,9939
Croatia,8/20/2020,,7329,168,5472
Cuba,8/20/2020,,3565,88,2894
Cyprus,8/20/2020,,1395,20,878
Czech Republic,8/20/2020,,21045,406,15886
Denmark,8/20/2020,,16056,621,13769
Denmark,8/20/2020,Faroe Islands,383,0,274
Denmark,8/20/2020,Greenland,14,0,14
Diamond Princess,8/20/2020,,712,13,651
Djibouti,8/20/2020,,5374,59,5216
Dominica,8/20/2020,,18,0,18
Dominican Republic,8/20/2020,,89010,1505,57734
Ecuador,8/20/2020,,105508,6200,87660
Egypt,8/20/2020,,97025,5212,63462
El Salvador,8/20/2020,,23964,640,11558
Equatorial Guinea,8/20/2020,,4892,83,2713
Eritrea,8/20/2020,,306,0,274
Estonia,8/20/2020,,2227,63,2009
Eswatini,8/20/2020,,4110,81,2643
Ethiopia,8/20/2020,,35836,620,13536
Fiji,8/20/2020,,28,1,20
Finland,8/20/2020,,7842,334,7100
France,8/20/2020,,242413,30300,71868
France,8/20/2020,French Guiana,8743,54,8189
France,8/20/2020,French Polynesia,211,0,68
France,8/20/2020,Guadeloupe,510,15,289
France,8/20/2020,Martinique,336,16,98
France,8/20/2020,Mayotte,3160,39,2964
France,8/20/2020,New Caledonia,23,0,22
France,8/20/2020,Reunion,996,5,657
France,8/20/2020,Saint Barthelemy,16,0,9
France,8/20/2020,Saint Pierre and Miquelon,5,0,1
France,8/20/2020,St Martin,121,5,49
Gabon,8/20/2020,,8319,53,6614
Gambia,8/20/2020,,2401,81,435
Georgia,8/20/2020,,1370,17,1108
Germany,8/20/2020,Baden-Wurttemberg,39496,1863,35788
Germany,8/20/2020,Bayern,54147,2631,48977
Germany,8/20/2020,Berlin,10542,226,9513
Germany,8/20/2020,Brandenburg,3782,173,3453
Germany,8/20/2020,Bremen,1888,56,1744
Germany,8/20/2020,Hamburg,5988,264,5261
Germany,8/20/2020,Hessen,14029,528,12064
Germany,8/20/2020,Mecklenburg-Vorpommern,984,20,894
Germany,8/20/2020,Niedersachsen,15800,659,14121
Germany,8/20/2020,Nordrhein-Westfalen,55770,1790,49289
Germany,8/20/2020,Rheinland-Pfalz,8475,242,7468
Germany,8/20/2020,Saarland,3039,174,2748
Germany,8/20/2020,Sachsen,5784,226,5389
Germany,8/20/2020,Sachsen-Anhalt,2158,65,1982
Germany,8/20/2020,Schleswig-Holstein,3872,160,3418
Germany,8/20/2020,Thuringen,3523,186,3250
Germany,8/20/2020,Unknown,2015,0,0
Ghana,8/20/2020,,43260,261,41276
Greece,8/20/2020,,7934,235,1347
Grenada,8/20/2020,,24,0,24
Guatemala,8/20/2020,,65983,2506,54351
Guinea,8/20/2020,,8876,53,7628
Guinea-Bissau,8/20/2020,,2149,33,1015
Guyana,8/20/2020,,846,29,399
Haiti,8/20/2020,,7997,196,5447
Holy See,8/20/2020,,12,0,12
Honduras,8/20/2020,,52819,1619,8082
Hong Kong,8/20/2020,Hong Kong,4604,75,3827
Hungary,8/20/2020,,5046,609,3678
Iceland,8/20/2020,,2040,10,1913
